date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:41	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:41%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_rounded/btnPrevious.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:42	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:42%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/sprite.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/sprite.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:43	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:43%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/contentPattern.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:44	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:44%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/btnNext.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/btnNext.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:45	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:45%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/btnPrevious.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:46	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:46%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/loader.gif	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_rounded/loader.gif	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:47	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:47%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/loader.gif	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/loader.gif	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:48	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:48%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/sprite.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/sprite.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:49	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:49%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/btnNext.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/btnNext.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:50	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:50%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/btnPrevious.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/dark_square/btnPrevious.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
